path,label,label_text,split
data\raw\train\swan\swan_train_00469.jpg,7,swan,train
data\raw\train\snail\snail_train_00470.jpg,6,snail,train
data\raw\train\deer\deer_train_00471.jpg,4,deer,train
data\raw\train\deer\deer_train_00472.jpg,4,deer,train
data\raw\train\llama\llama_train_00473.jpg,2,llama,train
data\raw\train\cat\cat_train_00474.jpg,1,cat,train
data\raw\train\swan\swan_train_00475.jpg,7,swan,train
data\raw\train\dog\dog_train_00476.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00477.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00478.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00479.jpg,7,swan,train
data\raw\train\swan\swan_train_00480.jpg,7,swan,train
data\raw\train\deer\deer_train_00481.jpg,4,deer,train
data\raw\train\dog\dog_train_00482.jpg,5,dog,train
data\raw\train\cat\cat_train_00483.jpg,1,cat,train
data\raw\train\swan\swan_train_00484.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_00485.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00486.jpg,0,bird,train
data\raw\train\llama\llama_train_00487.jpg,2,llama,train
data\raw\train\llama\llama_train_00488.jpg,2,llama,train
data\raw\train\deer\deer_train_00489.jpg,4,deer,train
data\raw\train\dog\dog_train_00490.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00491.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00492.jpg,3,rabbit,train
data\raw\train\cat\cat_train_00493.jpg,1,cat,train
data\raw\train\deer\deer_train_00494.jpg,4,deer,train
data\raw\train\dog\dog_train_00495.jpg,5,dog,train
data\raw\train\snail\snail_train_00496.jpg,6,snail,train
data\raw\train\cat\cat_train_00497.jpg,1,cat,train
data\raw\train\bird\bird_train_00498.jpg,0,bird,train
data\raw\train\snail\snail_train_00499.jpg,6,snail,train
data\raw\train\swan\swan_train_00500.jpg,7,swan,train
data\raw\train\llama\llama_train_00501.jpg,2,llama,train
data\raw\train\snail\snail_train_00502.jpg,6,snail,train
data\raw\train\snail\snail_train_00503.jpg,6,snail,train
data\raw\train\swan\swan_train_00504.jpg,7,swan,train
data\raw\train\llama\llama_train_00505.jpg,2,llama,train
data\raw\train\bird\bird_train_00506.jpg,0,bird,train
data\raw\train\cat\cat_train_00507.jpg,1,cat,train
data\raw\train\bird\bird_train_00508.jpg,0,bird,train
data\raw\train\dog\dog_train_00509.jpg,5,dog,train
data\raw\train\cat\cat_train_00510.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00511.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00512.jpg,7,swan,train
data\raw\train\snail\snail_train_00513.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_00514.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00515.jpg,0,bird,train
data\raw\train\bird\bird_train_00516.jpg,0,bird,train
data\raw\train\llama\llama_train_00517.jpg,2,llama,train
data\raw\train\swan\swan_train_00518.jpg,7,swan,train
data\raw\train\snail\snail_train_00519.jpg,6,snail,train
data\raw\train\llama\llama_train_00520.jpg,2,llama,train
data\raw\train\dog\dog_train_00521.jpg,5,dog,train
data\raw\train\cat\cat_train_00522.jpg,1,cat,train
data\raw\train\cat\cat_train_00523.jpg,1,cat,train
data\raw\train\bird\bird_train_00524.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00525.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00526.jpg,4,deer,train
data\raw\train\swan\swan_train_00527.jpg,7,swan,train
data\raw\train\dog\dog_train_00528.jpg,5,dog,train
data\raw\train\cat\cat_train_00529.jpg,1,cat,train
data\raw\train\dog\dog_train_00530.jpg,5,dog,train
data\raw\train\bird\bird_train_00531.jpg,0,bird,train
data\raw\train\deer\deer_train_00532.jpg,4,deer,train
data\raw\train\swan\swan_train_00533.jpg,7,swan,train
data\raw\train\snail\snail_train_00534.jpg,6,snail,train
data\raw\train\bird\bird_train_00535.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00536.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00537.jpg,4,deer,train
data\raw\train\snail\snail_train_00538.jpg,6,snail,train
data\raw\train\bird\bird_train_00539.jpg,0,bird,train
data\raw\train\cat\cat_train_00540.jpg,1,cat,train
data\raw\train\llama\llama_train_00541.jpg,2,llama,train
data\raw\train\dog\dog_train_00542.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00543.jpg,3,rabbit,train
data\raw\train\llama\llama_train_00544.jpg,2,llama,train
data\raw\train\llama\llama_train_00545.jpg,2,llama,train
data\raw\train\dog\dog_train_00546.jpg,5,dog,train
data\raw\train\swan\swan_train_00547.jpg,7,swan,train
data\raw\train\bird\bird_train_00548.jpg,0,bird,train
data\raw\train\dog\dog_train_00549.jpg,5,dog,train
data\raw\train\bird\bird_train_00550.jpg,0,bird,train
data\raw\train\dog\dog_train_00551.jpg,5,dog,train
data\raw\train\snail\snail_train_00552.jpg,6,snail,train
data\raw\train\bird\bird_train_00553.jpg,0,bird,train
data\raw\train\deer\deer_train_00554.jpg,4,deer,train
data\raw\train\dog\dog_train_00555.jpg,5,dog,train
data\raw\train\cat\cat_train_00556.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00557.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00558.jpg,7,swan,train
data\raw\train\dog\dog_train_00559.jpg,5,dog,train
data\raw\train\deer\deer_train_00560.jpg,4,deer,train
data\raw\train\rabbit\rabbit_train_00561.jpg,3,rabbit,train
data\raw\train\snail\snail_train_00562.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_00563.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00564.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00565.jpg,0,bird,train
data\raw\train\snail\snail_train_00566.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_00567.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00568.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00569.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00570.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00571.jpg,0,bird,train
data\raw\train\cat\cat_train_00572.jpg,1,cat,train
data\raw\train\llama\llama_train_00573.jpg,2,llama,train
data\raw\train\snail\snail_train_00574.jpg,6,snail,train
data\raw\train\dog\dog_train_00575.jpg,5,dog,train
data\raw\train\swan\swan_train_00576.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_00577.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00578.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00579.jpg,3,rabbit,train
data\raw\train\dog\dog_train_00580.jpg,5,dog,train
data\raw\train\bird\bird_train_00581.jpg,0,bird,train
data\raw\train\snail\snail_train_00582.jpg,6,snail,train
data\raw\train\swan\swan_train_00583.jpg,7,swan,train
data\raw\train\swan\swan_train_00584.jpg,7,swan,train
data\raw\train\llama\llama_train_00585.jpg,2,llama,train
data\raw\train\snail\snail_train_00586.jpg,6,snail,train
data\raw\train\swan\swan_train_00587.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_00588.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00589.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_00590.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00591.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00592.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00593.jpg,0,bird,train
data\raw\train\swan\swan_train_00594.jpg,7,swan,train
data\raw\train\bird\bird_train_00595.jpg,0,bird,train
data\raw\train\bird\bird_train_00596.jpg,0,bird,train
data\raw\train\llama\llama_train_00597.jpg,2,llama,train
data\raw\train\cat\cat_train_00598.jpg,1,cat,train
data\raw\train\cat\cat_train_00599.jpg,1,cat,train
data\raw\train\llama\llama_train_00600.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_00601.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00602.jpg,3,rabbit,train
data\raw\train\snail\snail_train_00603.jpg,6,snail,train
data\raw\train\bird\bird_train_00604.jpg,0,bird,train
data\raw\train\bird\bird_train_00605.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00606.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00607.jpg,4,deer,train
data\raw\train\deer\deer_train_00608.jpg,4,deer,train
data\raw\train\dog\dog_train_00609.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00610.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00611.jpg,4,deer,train
data\raw\train\snail\snail_train_00612.jpg,6,snail,train
data\raw\train\snail\snail_train_00613.jpg,6,snail,train
data\raw\train\bird\bird_train_00614.jpg,0,bird,train
data\raw\train\snail\snail_train_00615.jpg,6,snail,train
data\raw\train\deer\deer_train_00616.jpg,4,deer,train
data\raw\train\rabbit\rabbit_train_00617.jpg,3,rabbit,train
data\raw\train\dog\dog_train_00618.jpg,5,dog,train
data\raw\train\llama\llama_train_00619.jpg,2,llama,train
data\raw\train\llama\llama_train_00620.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_00621.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00622.jpg,7,swan,train
data\raw\train\cat\cat_train_00623.jpg,1,cat,train
data\raw\train\snail\snail_train_00624.jpg,6,snail,train
data\raw\train\dog\dog_train_00625.jpg,5,dog,train
data\raw\train\deer\deer_train_00626.jpg,4,deer,train
data\raw\train\bird\bird_train_00627.jpg,0,bird,train
data\raw\train\deer\deer_train_00628.jpg,4,deer,train
data\raw\train\swan\swan_train_00629.jpg,7,swan,train
data\raw\train\dog\dog_train_00630.jpg,5,dog,train
data\raw\train\deer\deer_train_00631.jpg,4,deer,train
data\raw\train\snail\snail_train_00632.jpg,6,snail,train
data\raw\train\bird\bird_train_00633.jpg,0,bird,train
data\raw\train\bird\bird_train_00634.jpg,0,bird,train
data\raw\train\swan\swan_train_00635.jpg,7,swan,train
data\raw\train\llama\llama_train_00636.jpg,2,llama,train
data\raw\train\cat\cat_train_00637.jpg,1,cat,train
data\raw\train\bird\bird_train_00638.jpg,0,bird,train
data\raw\train\cat\cat_train_00639.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00640.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00641.jpg,4,deer,train
data\raw\train\cat\cat_train_00642.jpg,1,cat,train
data\raw\train\snail\snail_train_00643.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_00644.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00645.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00646.jpg,7,swan,train
data\raw\train\llama\llama_train_00647.jpg,2,llama,train
data\raw\train\swan\swan_train_00648.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_00649.jpg,3,rabbit,train
data\raw\train\dog\dog_train_00650.jpg,5,dog,train
data\raw\train\snail\snail_train_00651.jpg,6,snail,train
data\raw\train\bird\bird_train_00652.jpg,0,bird,train
data\raw\train\swan\swan_train_00653.jpg,7,swan,train
data\raw\train\bird\bird_train_00654.jpg,0,bird,train
data\raw\train\cat\cat_train_00655.jpg,1,cat,train
data\raw\train\llama\llama_train_00656.jpg,2,llama,train
data\raw\train\swan\swan_train_00657.jpg,7,swan,train
data\raw\train\dog\dog_train_00658.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00659.jpg,3,rabbit,train
data\raw\train\snail\snail_train_00660.jpg,6,snail,train
data\raw\train\bird\bird_train_00661.jpg,0,bird,train
data\raw\train\snail\snail_train_00662.jpg,6,snail,train
data\raw\train\deer\deer_train_00663.jpg,4,deer,train
data\raw\train\dog\dog_train_00664.jpg,5,dog,train
data\raw\train\bird\bird_train_00665.jpg,0,bird,train
data\raw\train\swan\swan_train_00666.jpg,7,swan,train
data\raw\train\cat\cat_train_00667.jpg,1,cat,train
data\raw\train\swan\swan_train_00668.jpg,7,swan,train
data\raw\train\swan\swan_train_00669.jpg,7,swan,train
data\raw\train\cat\cat_train_00670.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00671.jpg,3,rabbit,train
data\raw\train\llama\llama_train_00672.jpg,2,llama,train
data\raw\train\snail\snail_train_00673.jpg,6,snail,train
data\raw\train\cat\cat_train_00674.jpg,1,cat,train
data\raw\train\deer\deer_train_00675.jpg,4,deer,train
data\raw\train\llama\llama_train_00676.jpg,2,llama,train
data\raw\train\snail\snail_train_00677.jpg,6,snail,train
data\raw\train\cat\cat_train_00678.jpg,1,cat,train
data\raw\train\dog\dog_train_00679.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00680.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00681.jpg,7,swan,train
data\raw\train\swan\swan_train_00682.jpg,7,swan,train
data\raw\train\dog\dog_train_00683.jpg,5,dog,train
data\raw\train\snail\snail_train_00684.jpg,6,snail,train
data\raw\train\snail\snail_train_00685.jpg,6,snail,train
data\raw\train\snail\snail_train_00686.jpg,6,snail,train
data\raw\train\cat\cat_train_00687.jpg,1,cat,train
data\raw\train\snail\snail_train_00688.jpg,6,snail,train
data\raw\train\dog\dog_train_00689.jpg,5,dog,train
data\raw\train\bird\bird_train_00690.jpg,0,bird,train
data\raw\train\deer\deer_train_00691.jpg,4,deer,train
data\raw\train\rabbit\rabbit_train_00692.jpg,3,rabbit,train
data\raw\train\cat\cat_train_00693.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00694.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00695.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00696.jpg,0,bird,train
data\raw\train\cat\cat_train_00697.jpg,1,cat,train
data\raw\train\deer\deer_train_00698.jpg,4,deer,train
data\raw\train\cat\cat_train_00699.jpg,1,cat,train
data\raw\train\llama\llama_train_00700.jpg,2,llama,train
data\raw\train\snail\snail_train_00701.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_00702.jpg,3,rabbit,train
data\raw\train\llama\llama_train_00703.jpg,2,llama,train
data\raw\train\deer\deer_train_00704.jpg,4,deer,train
data\raw\train\cat\cat_train_00705.jpg,1,cat,train
data\raw\train\snail\snail_train_00706.jpg,6,snail,train
data\raw\train\deer\deer_train_00707.jpg,4,deer,train
data\raw\train\deer\deer_train_00708.jpg,4,deer,train
data\raw\train\dog\dog_train_00709.jpg,5,dog,train
data\raw\train\llama\llama_train_00710.jpg,2,llama,train
data\raw\train\dog\dog_train_00711.jpg,5,dog,train
data\raw\train\deer\deer_train_00712.jpg,4,deer,train
data\raw\train\dog\dog_train_00713.jpg,5,dog,train
data\raw\train\cat\cat_train_00714.jpg,1,cat,train
data\raw\train\deer\deer_train_00715.jpg,4,deer,train
data\raw\train\cat\cat_train_00716.jpg,1,cat,train
data\raw\train\bird\bird_train_00717.jpg,0,bird,train
data\raw\train\bird\bird_train_00718.jpg,0,bird,train
data\raw\train\dog\dog_train_00719.jpg,5,dog,train
data\raw\train\llama\llama_train_00720.jpg,2,llama,train
data\raw\train\swan\swan_train_00721.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_00722.jpg,3,rabbit,train
data\raw\train\snail\snail_train_00723.jpg,6,snail,train
data\raw\train\cat\cat_train_00724.jpg,1,cat,train
data\raw\train\dog\dog_train_00725.jpg,5,dog,train
data\raw\train\llama\llama_train_00726.jpg,2,llama,train
data\raw\train\dog\dog_train_00727.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00728.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00729.jpg,4,deer,train
data\raw\train\bird\bird_train_00730.jpg,0,bird,train
data\raw\train\llama\llama_train_00731.jpg,2,llama,train
data\raw\train\swan\swan_train_00732.jpg,7,swan,train
data\raw\train\llama\llama_train_00733.jpg,2,llama,train
data\raw\train\dog\dog_train_00734.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00735.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00736.jpg,4,deer,train
data\raw\train\cat\cat_train_00737.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00738.jpg,3,rabbit,train
data\raw\train\llama\llama_train_00739.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_00740.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00741.jpg,4,deer,train
data\raw\train\deer\deer_train_00742.jpg,4,deer,train
data\raw\train\snail\snail_train_00743.jpg,6,snail,train
data\raw\train\llama\llama_train_00744.jpg,2,llama,train
data\raw\train\cat\cat_train_00745.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00746.jpg,3,rabbit,train
data\raw\train\llama\llama_train_00747.jpg,2,llama,train
data\raw\train\swan\swan_train_00748.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_00749.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00750.jpg,0,bird,train
data\raw\train\llama\llama_train_00751.jpg,2,llama,train
data\raw\train\swan\swan_train_00752.jpg,7,swan,train
data\raw\train\swan\swan_train_00753.jpg,7,swan,train
data\raw\train\snail\snail_train_00754.jpg,6,snail,train
data\raw\train\cat\cat_train_00755.jpg,1,cat,train
data\raw\train\bird\bird_train_00756.jpg,0,bird,train
data\raw\train\dog\dog_train_00757.jpg,5,dog,train
data\raw\train\bird\bird_train_00758.jpg,0,bird,train
data\raw\train\deer\deer_train_00759.jpg,4,deer,train
data\raw\train\rabbit\rabbit_train_00760.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00761.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00762.jpg,3,rabbit,train
data\raw\train\cat\cat_train_00763.jpg,1,cat,train
data\raw\train\cat\cat_train_00764.jpg,1,cat,train
data\raw\train\llama\llama_train_00765.jpg,2,llama,train
data\raw\train\snail\snail_train_00766.jpg,6,snail,train
data\raw\train\cat\cat_train_00767.jpg,1,cat,train
data\raw\train\deer\deer_train_00768.jpg,4,deer,train
data\raw\train\bird\bird_train_00769.jpg,0,bird,train
data\raw\train\cat\cat_train_00770.jpg,1,cat,train
data\raw\train\cat\cat_train_00771.jpg,1,cat,train
data\raw\train\swan\swan_train_00772.jpg,7,swan,train
data\raw\train\bird\bird_train_00773.jpg,0,bird,train
data\raw\train\bird\bird_train_00774.jpg,0,bird,train
data\raw\train\bird\bird_train_00775.jpg,0,bird,train
data\raw\train\dog\dog_train_00776.jpg,5,dog,train
data\raw\train\swan\swan_train_00777.jpg,7,swan,train
data\raw\train\swan\swan_train_00778.jpg,7,swan,train
data\raw\train\bird\bird_train_00779.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00780.jpg,3,rabbit,train
data\raw\train\dog\dog_train_00781.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00782.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00783.jpg,3,rabbit,train
data\raw\train\snail\snail_train_00784.jpg,6,snail,train
data\raw\train\llama\llama_train_00785.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_00786.jpg,3,rabbit,train
data\raw\train\cat\cat_train_00787.jpg,1,cat,train
data\raw\train\snail\snail_train_00788.jpg,6,snail,train
data\raw\train\dog\dog_train_00789.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00790.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00791.jpg,7,swan,train
data\raw\train\snail\snail_train_00792.jpg,6,snail,train
data\raw\train\dog\dog_train_00793.jpg,5,dog,train
data\raw\train\dog\dog_train_00794.jpg,5,dog,train
data\raw\train\deer\deer_train_00795.jpg,4,deer,train
data\raw\train\swan\swan_train_00796.jpg,7,swan,train
data\raw\train\bird\bird_train_00797.jpg,0,bird,train
data\raw\train\bird\bird_train_00798.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00799.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00800.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_00801.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00802.jpg,0,bird,train
data\raw\train\swan\swan_train_00803.jpg,7,swan,train
data\raw\train\deer\deer_train_00804.jpg,4,deer,train
data\raw\train\cat\cat_train_00805.jpg,1,cat,train
data\raw\train\dog\dog_train_00806.jpg,5,dog,train
data\raw\train\swan\swan_train_00807.jpg,7,swan,train
data\raw\train\deer\deer_train_00808.jpg,4,deer,train
data\raw\train\llama\llama_train_00809.jpg,2,llama,train
data\raw\train\dog\dog_train_00810.jpg,5,dog,train
data\raw\train\llama\llama_train_00811.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_00812.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00813.jpg,7,swan,train
data\raw\train\llama\llama_train_00814.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_00815.jpg,3,rabbit,train
data\raw\train\cat\cat_train_00816.jpg,1,cat,train
data\raw\train\deer\deer_train_00817.jpg,4,deer,train
data\raw\train\llama\llama_train_00818.jpg,2,llama,train
data\raw\train\deer\deer_train_00819.jpg,4,deer,train
data\raw\train\cat\cat_train_00820.jpg,1,cat,train
data\raw\train\dog\dog_train_00821.jpg,5,dog,train
data\raw\train\llama\llama_train_00822.jpg,2,llama,train
data\raw\train\cat\cat_train_00823.jpg,1,cat,train
data\raw\train\cat\cat_train_00824.jpg,1,cat,train
data\raw\train\dog\dog_train_00825.jpg,5,dog,train
data\raw\train\cat\cat_train_00826.jpg,1,cat,train
data\raw\train\llama\llama_train_00827.jpg,2,llama,train
data\raw\train\llama\llama_train_00828.jpg,2,llama,train
data\raw\train\swan\swan_train_00829.jpg,7,swan,train
data\raw\train\deer\deer_train_00830.jpg,4,deer,train
data\raw\train\swan\swan_train_00831.jpg,7,swan,train
data\raw\train\llama\llama_train_00832.jpg,2,llama,train
data\raw\train\bird\bird_train_00833.jpg,0,bird,train
data\raw\train\bird\bird_train_00834.jpg,0,bird,train
data\raw\train\bird\bird_train_00835.jpg,0,bird,train
data\raw\train\dog\dog_train_00836.jpg,5,dog,train
data\raw\train\snail\snail_train_00837.jpg,6,snail,train
data\raw\train\dog\dog_train_00838.jpg,5,dog,train
data\raw\train\deer\deer_train_00839.jpg,4,deer,train
data\raw\train\bird\bird_train_00840.jpg,0,bird,train
data\raw\train\snail\snail_train_00841.jpg,6,snail,train
data\raw\train\deer\deer_train_00842.jpg,4,deer,train
data\raw\train\dog\dog_train_00843.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00844.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00845.jpg,0,bird,train
data\raw\train\llama\llama_train_00846.jpg,2,llama,train
data\raw\train\cat\cat_train_00847.jpg,1,cat,train
data\raw\train\dog\dog_train_00848.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00849.jpg,3,rabbit,train
data\raw\train\dog\dog_train_00850.jpg,5,dog,train
data\raw\train\deer\deer_train_00851.jpg,4,deer,train
data\raw\train\swan\swan_train_00852.jpg,7,swan,train
data\raw\train\bird\bird_train_00853.jpg,0,bird,train
data\raw\train\snail\snail_train_00854.jpg,6,snail,train
data\raw\train\bird\bird_train_00855.jpg,0,bird,train
data\raw\train\snail\snail_train_00856.jpg,6,snail,train
data\raw\train\cat\cat_train_00857.jpg,1,cat,train
data\raw\train\bird\bird_train_00858.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00859.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00860.jpg,4,deer,train
data\raw\train\deer\deer_train_00861.jpg,4,deer,train
data\raw\train\llama\llama_train_00862.jpg,2,llama,train
data\raw\train\deer\deer_train_00863.jpg,4,deer,train
data\raw\train\dog\dog_train_00864.jpg,5,dog,train
data\raw\train\snail\snail_train_00865.jpg,6,snail,train
data\raw\train\swan\swan_train_00866.jpg,7,swan,train
data\raw\train\deer\deer_train_00867.jpg,4,deer,train
data\raw\train\swan\swan_train_00868.jpg,7,swan,train
data\raw\train\bird\bird_train_00869.jpg,0,bird,train
data\raw\train\deer\deer_train_00870.jpg,4,deer,train
data\raw\train\swan\swan_train_00871.jpg,7,swan,train
data\raw\train\deer\deer_train_00872.jpg,4,deer,train
data\raw\train\swan\swan_train_00873.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_00874.jpg,3,rabbit,train
data\raw\train\snail\snail_train_00875.jpg,6,snail,train
data\raw\train\swan\swan_train_00876.jpg,7,swan,train
data\raw\train\deer\deer_train_00877.jpg,4,deer,train
data\raw\train\rabbit\rabbit_train_00878.jpg,3,rabbit,train
data\raw\train\dog\dog_train_00879.jpg,5,dog,train
data\raw\train\snail\snail_train_00880.jpg,6,snail,train
data\raw\train\cat\cat_train_00881.jpg,1,cat,train
data\raw\train\snail\snail_train_00882.jpg,6,snail,train
data\raw\train\deer\deer_train_00883.jpg,4,deer,train
data\raw\train\dog\dog_train_00884.jpg,5,dog,train
data\raw\train\dog\dog_train_00885.jpg,5,dog,train
data\raw\train\cat\cat_train_00886.jpg,1,cat,train
data\raw\train\snail\snail_train_00887.jpg,6,snail,train
data\raw\train\deer\deer_train_00888.jpg,4,deer,train
data\raw\train\deer\deer_train_00889.jpg,4,deer,train
data\raw\train\cat\cat_train_00890.jpg,1,cat,train
data\raw\train\deer\deer_train_00891.jpg,4,deer,train
data\raw\train\llama\llama_train_00892.jpg,2,llama,train
data\raw\train\llama\llama_train_00893.jpg,2,llama,train
data\raw\train\snail\snail_train_00894.jpg,6,snail,train
data\raw\train\snail\snail_train_00895.jpg,6,snail,train
data\raw\train\snail\snail_train_00896.jpg,6,snail,train
data\raw\train\dog\dog_train_00897.jpg,5,dog,train
data\raw\train\dog\dog_train_00898.jpg,5,dog,train
data\raw\train\swan\swan_train_00899.jpg,7,swan,train
data\raw\train\bird\bird_train_00900.jpg,0,bird,train
data\raw\train\bird\bird_train_00901.jpg,0,bird,train
data\raw\train\bird\bird_train_00902.jpg,0,bird,train
data\raw\train\bird\bird_train_00903.jpg,0,bird,train
data\raw\train\swan\swan_train_00904.jpg,7,swan,train
data\raw\train\bird\bird_train_00905.jpg,0,bird,train
data\raw\train\snail\snail_train_00906.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_00907.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00908.jpg,7,swan,train
data\raw\train\bird\bird_train_00909.jpg,0,bird,train
data\raw\train\llama\llama_train_00910.jpg,2,llama,train
data\raw\train\deer\deer_train_00911.jpg,4,deer,train
data\raw\train\deer\deer_train_00912.jpg,4,deer,train
data\raw\train\llama\llama_train_00913.jpg,2,llama,train
data\raw\train\bird\bird_train_00914.jpg,0,bird,train
data\raw\train\dog\dog_train_00915.jpg,5,dog,train
data\raw\train\dog\dog_train_00916.jpg,5,dog,train
data\raw\train\dog\dog_train_00917.jpg,5,dog,train
data\raw\train\llama\llama_train_00918.jpg,2,llama,train
data\raw\train\deer\deer_train_00919.jpg,4,deer,train
data\raw\train\bird\bird_train_00920.jpg,0,bird,train
data\raw\train\dog\dog_train_00921.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00922.jpg,3,rabbit,train
data\raw\train\dog\dog_train_00923.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_00924.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00925.jpg,3,rabbit,train
data\raw\train\cat\cat_train_00926.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00927.jpg,3,rabbit,train
data\raw\train\llama\llama_train_00928.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_00929.jpg,3,rabbit,train
data\raw\train\dog\dog_train_00930.jpg,5,dog,train
data\raw\train\cat\cat_train_00931.jpg,1,cat,train
data\raw\train\cat\cat_train_00932.jpg,1,cat,train
data\raw\train\swan\swan_train_00933.jpg,7,swan,train
data\raw\train\snail\snail_train_00934.jpg,6,snail,train
data\raw\train\bird\bird_train_00935.jpg,0,bird,train
data\raw\train\deer\deer_train_00936.jpg,4,deer,train
